2026-02-04 23:20:41		https://forum.cursor.com/	https://forum.cursor.com/t/cursor-prevents-gitlens-configuration-from-working/150855/1		[ALREADY_REPLIED_DETECTED]	150855
2026-02-04 23:21:09		https://forum.cursor.com/	https://forum.cursor.com/t/primary-sidebar-moves-after-ide-update/150854		[ALREADY_REPLIED_DETECTED]	150854
2026-02-04 23:22:41		forum.cursor.com	https://forum.cursor.com/t/hiding-the-review-button-when-there-are-no-active-changes/148063/2		Hey gautamc-rx, I totally agree we need a proper persistent configuration solution for this.  We need a setting that lets users permanently opt out. The button shouldn't just disappear based on the current SCM diff status; we need total control.  The cleanest approach is adding a key to `settings.json`. Let's call it `cursor.scm.reviewChanges.enabled: boolean`, and the default should be `true`.  If you set that key to `false`, it should just suppress the "Review" button entirely. Doesn't matter what the SCM is doing—if the setting is `false`, the button is gone for good.	148063
2026-02-04 23:32:23		forum.gitlab.com	https://forum.gitlab.com/t/issues-with-integrating-mobile-video-editing-workflows-into-gitlab-pipelines/132612		Hey Nora,  Oh, I totally get why this is happening. The core problem is that standard Git handles huge files, like videos, really badly.  You need to immediately adopt **Git Large File Storage (LFS)** for versioning the assets. Just make sure your GitLab Runners are configured correctly, so they can fetch those LFS files super efficiently.  Now, for the CI/repo size issue, here’s the clever part: Don’t commit the finished video artifact back to the main repository. That’s what causes the bloat and silent failures.  Instead, utilize your CI job to push that finished artifact directly to **external object storage** like **S3 or GCS**. Then, the *only* thing you commit back to Git is the resulting secure URL or a small metadata file.  That completely bypasses the repo size limits. Problem solved.	132612
2026-02-04 23:43:29		https://forum.gitlab.com/	https://forum.gitlab.com/t/issues-with-integrating-mobile-video-editing-workflows-into-gitlab-pipelines/132612/2		[ALREADY_REPLIED_DETECTED]	132612
2026-02-04 23:43:50		https://forum.gitlab.com/	https://forum.gitlab.com/t/gitlab-upgrade-from-ce-to-ee-results-in-instance-hickups-502-errors-gitlab-premium-upgrade-evaluation/132447		[SKIPPED_AI_VERIFICATION_FAILED]	132447
2026-02-04 23:45:10		forum.gitlab.com	https://forum.gitlab.com/t/is-this-an-ui-problem/132591		Oh, I see what you mean, seggenberger.  We fixed that heaviness by tweaking the main file list container. It turned out the root elements had weird, unnecessary extra padding on the left, which was causing the visual weight.  We just reduced the left offset, so now the whole top-level structure aligns totally flush with the edge. That should completely resolve the issue you noted.	132591
2026-02-04 23:53:10		devforum.zoom.us	https://devforum.zoom.us/t/what-happened-to-the-zoom-software-quarterly-lifecycle-policy/140521/4		Oh, I see what you mean.  Look, the main reason we force minimum SDK versions is almost always security stuff, like fixing critical CVEs. That usually bumps the standard quarterly release schedule out of the way.  If you skip the update, you run into technical enforcement, and we essentially shut off those connections. Your systems will start throwing 401 or 403 errors. Why? Because we pull the plug on the backend permissions (the OAuth scopes or JWT stuff) that those old, deprecated SDK methods were using.	140521
2026-02-04 23:58:29		forum.sketch.com	https://forum.sketch.com/t/new-in-sketch-previews-slack-integration-and-more/6241		Good question, Tim!  That large thumbnail sizing is actually based on the `og:image` data provided by the link. If that image metadata specifies an image that’s over 200 pixels tall *and* wide, Slack renders the big preview. If the image is smaller than that threshold, you just get the default 80x80 icon.  As for why the previews are handled via the web, that’s really about stability and speed. Generating those reliable, sharable links needs direct interaction with the centralized API gateway endpoints. It's much easier to manage those endpoints and push updates quickly in the web client setup than it is trying to maintain that functionality across every native desktop build.	6241
2026-02-05 00:01:14		https://forum.gitlab.com/	https://forum.gitlab.com/t/issues-with-integrating-mobile-video-editing-workflows-into-gitlab-pipelines/132612/2		[ALREADY_REPLIED_DETECTED]	132612
2026-02-05 00:01:35		https://forum.gitlab.com/	https://forum.gitlab.com/t/gitlab-upgrade-from-ce-to-ee-results-in-instance-hickups-502-errors-gitlab-premium-upgrade-evaluation/132447/2		[SKIPPED_AI_VERIFICATION_FAILED]	132447
2026-02-05 00:01:52		https://forum.gitlab.com/	https://forum.gitlab.com/t/is-this-an-ui-problem/132591/3		[ALREADY_REPLIED_DETECTED]	132591
2026-02-05 00:02:02		https://forum.gitlab.com/	https://forum.gitlab.com/t/how-change-username/132602		[SKIPPED_SOLVED]	132602
2026-02-05 00:10:04		forum.gitlab.com	https://forum.gitlab.com/t/prometheus-wal-size-25-gb-in-gitlab-omnibus-safe-cleanup-approach/132601		Hey iwalker! I think I figured out what's happening.  That retention setting you adjusted (`storage.tsdb.retention.size`) only cleans up the big, finished data blocks. It completely ignores the WAL (Write Ahead Log), which is where all the live data is temporarily stored before it gets finalized.  A 25GB WAL is massive, man. That usually means Prometheus is logging a ton of data, or maybe it crashed hard and couldn't finish writing that data into a proper block.  If you need space *right now*, here’s the quick fix. You can stop Prometheus, manually delete that `/var/opt/gitlab/prometheus/data/wal` folder (make sure you delete *only* the WAL!), and then bring Prometheus back up.  The downside is you’ll lose the very latest metrics, probably the last few minutes or maybe an hour of data, whatever was in the WAL when you stopped it.	132601
2026-02-05 00:17:34		https://forum.cursor.com/	https://forum.cursor.com/t/cursor-is-crashing-now-immediately-after-starting/150858		[ALREADY_REPLIED_DETECTED]	150858
2026-02-05 00:21:06		forum.cursor.com	https://forum.cursor.com/t/how-we-built-a-1st-place-ai-digital-guardian-in-48-hours-at-cursor-hackathon-hamburg/150856		Man, running an LLM in a safety product means latency and reliability are everything.  We can’t just let the model ramble. That’s why the core interception engine forces structured output, we use Pydantic and Instructor to make the LLM return all critical decisions as clean JSON objects.  This is huge for stabilizing the agent. It guarantees the model can only pick one of the defined actions: `neutralize`, `monitor`, or `escalate`.  When we get clean JSON back, we skip wasting time parsing messy natural language in the main reaction loop. It just makes the whole process much faster.	150856
2026-02-06 20:20:14		https://forum.gitlab.com/	https://forum.gitlab.com/t/how-to-fetch-only-updated-vulnerabilities-using-graphql-in-the-next-polling/132605/3		[SKIPPED_AI_VERIFICATION_FAILED]	132605
2026-02-06 20:22:08		forum.gitlab.com	https://forum.gitlab.com/t/v18-0-1-performance-degrade/126743		Hey JMSchofield,  That performance hit you're seeing on a clean 18.0.1 instance makes total sense. That first 18.0 release was kind of rough.  It looks like an acute bug in the initial version, almost certainly caused by the default Puma threading or worker settings they shipped in the Omnibus package being way too slow.  The quickest fix is to just jump straight to the latest patch release, 18.0.2 or newer. They pushed out a bunch of urgent performance fixes right after 18.0.0 and 18.0.1 landed because everyone was complaining about the sudden slowdowns.  If you absolutely can't upgrade yet, you need to manually tweak the Puma settings yourself. Go into `gitlab.rb` and set `puma['worker_processes']` to `$CPU_CORES - 1`. The defaults they shipped are just too conservative now.	126743
2026-02-06 20:32:36		https://forum.cursor.com/	https://forum.cursor.com/t/cursor-crashes-repeatedly-with-out-of-memory-oom-errors-after-the-latest-update-especially-during-large-prompts-or-long-running-plans/150612		[ALREADY_REPLIED_DETECTED]	150612
2026-02-06 20:33:12		https://forum.cursor.com/	https://forum.cursor.com/t/cursor-always-turns-3-sentences-into-60k-tokens/149061		[SKIPPED_AI_VERIFICATION_FAILED]	149061
2026-02-06 20:34:33		https://forum.cursor.com/	https://forum.cursor.com/t/moving-project-retaining-chats/151070		[ALREADY_REPLIED_DETECTED]	151070
2026-02-06 20:34:45		https://forum.cursor.com/	https://forum.cursor.com/t/alt-click-does-not-replaces-the-current-chat-when-clicking-on-the-new-chat-button/147841		[SKIPPED_SOLVED]	147841
2026-02-06 20:35:03		https://forum.cursor.com/	https://forum.cursor.com/t/browser-window-unclickable-crash-on-console-open/151068		[ALREADY_REPLIED_DETECTED]	151068
2026-02-06 20:42:05		https://forum.cursor.com/	https://forum.cursor.com/t/bug-browser-tab-unresponsive-after-moving-to-new-window-v2-4-22/150288/11		[ALREADY_REPLIED_DETECTED]	150288
2026-02-06 20:43:22		https://forum.cursor.com/	https://forum.cursor.com/t/cursor-crashes-repeatedly-with-out-of-memory-oom-errors-after-the-latest-update-especially-during-large-prompts-or-long-running-plans/150612/2		[ALREADY_REPLIED_DETECTED]	150612
2026-02-06 20:45:10		https://forum.cursor.com/	https://forum.cursor.com/t/moving-project-retaining-chats/151070/1		[ALREADY_REPLIED_DETECTED]	151070
2026-02-06 20:45:21		https://forum.cursor.com/	https://forum.cursor.com/t/alt-click-does-not-replaces-the-current-chat-when-clicking-on-the-new-chat-button/147841/2		[SKIPPED_SOLVED]	147841
2026-02-06 20:47:35		https://forum.gitlab.com/	https://forum.gitlab.com/t/v18-0-1-performance-degrade/126743/3		[ALREADY_REPLIED_DETECTED]	126743
2026-02-06 20:49:11		forum.gitlab.com	https://forum.gitlab.com/t/spam-bot-protection/132645		Hey petitminion, good question.  The easiest way to stop this is to hit the rate limiting hard, right at your WAF or load balancer. Set a really low threshold, and make sure you only apply it to POST requests hitting the `/users` registration endpoint.  If your internal settings allow it, the ultimate solution is to just require administrator approval for all new user registrations. Go into `Settings > General > Sign-up restrictions` and enable that. It basically kills automated abuse instantly.	132645
2026-02-10 18:07:04		https://forum.gitlab.com/	https://forum.gitlab.com/t/get-rid-of-migrate-to-gitlab-ci-cd-from-jenkins-banner/106921		[SKIPPED_AI_VERIFICATION_FAILED]	106921
2026-02-10 18:09:16		forum.gitlab.com	https://forum.gitlab.com/t/removing-project-from-security-montoring-with-more-than-100-projects-set/130626		Hey daso, that 100-project UI limit is definitely a pain. The best way around it is to use the GitLab GraphQL API instead. You can just use the `securityDashboardProjectRemove` mutation to target the project IDs you need and clear them from your list.	130626
2026-02-10 14:10:57		https://forum.gitlab.com/	https://forum.gitlab.com/t/empty-ai-catalog-in-gitlab-18-8-2-premium-missing-foundational-agents/132515		[SKIPPED_SOLVED]	132515
2026-02-10 14:11:13		https://forum.gitlab.com/	https://forum.gitlab.com/t/removing-project-from-security-montoring-with-more-than-100-projects-set/130626/4		[ALREADY_REPLIED_DETECTED]	130626
2026-02-10 14:11:29		https://forum.gitlab.com/	https://forum.gitlab.com/t/get-rid-of-migrate-to-gitlab-ci-cd-from-jenkins-banner/106921/2		[SKIPPED_AI_VERIFICATION_FAILED]	106921
2026-02-10 14:14:53		forum.gitlab.com	https://forum.gitlab.com/t/i-have-gitlab-and-gitlab-runner-installed-on-a-machine-and-the-home-disk-is-almost-full-im-using-the-df-th-command-but-the-actual-repository-size-isnt-that-large/132687		Hey @kiddingl, that gap between `df` and `du` usually means some big files were deleted but a process is still holding them open. That is why a restart clears it up for a bit. Try running `lsof +L1 /home` to see what is actually happening. It is probably GitLab logs or temp files keeping the system from reclaiming that 1.3TB.	132687
2026-02-10 16:00:35		forum.cursor.com	https://forum.cursor.com/t/claude-4-6-opus-out-now-fast-mode/150946/33		Good point on the cost. Opus 4.6 actually saves money because you don't have to deal with the constant retries you get with cheaper models. If you're doing heavy refactoring, Sonnet tends to trip up and waste a ton of tokens on context heavy errors. Even though the Fast variant has a higher unit price, it's worth it for the time you save not having to debug the model's mistakes. It's usually the better deal for big logic tasks.	150946
2026-02-10 17:01:14		https://forum.cursor.com/	https://forum.cursor.com/t/api-pricing-transparency/151460		[SKIPPED_AI_VERIFICATION_FAILED]	151460
2026-02-10 17:03:25		forum.cursor.com	https://forum.cursor.com/t/we-have-opus-4-6-but-where-sonnet-5/151401		Good point mascarock. Anthropic is still on the 3.5 architecture. That's why 4.5 or 5.0 aren't on any official APIs yet. The Cursor devs usually push those updates to the model picker as soon as Anthropic releases a stable SDK.	151401
2026-02-10 17:09:32		forum.gitlab.com	https://forum.gitlab.com/t/devsecops-as-a-service-on-oracle-cloud-infrastructure-by-data-intensity/132703		Good catch. This OCI setup is a great middle ground. It gives you all the control of a self-managed GitLab instance without the headache of patching or backups. For big teams on Oracle, it makes high availability and compliance much easier to handle.	132703
2026-02-11 01:26:16		https://forum.cursor.com/	https://forum.cursor.com/t/documentation-page-schema-undocumented-for-rules/151461		[SKIPPED_AI_VERIFICATION_FAILED]	151461
2026-02-11 01:27:33		forum.cursor.com	https://forum.cursor.com/t/need-help-to-move-codex-to-right-side-secondary-bar/132271		Hey Aleksandr_Strizhevsk, it sounds like your layout just got toggled off. You can fix it by going to **View > Appearance** and clicking **Show Activity Bar**. To get those side panels back, just enable the **Secondary Side Bar** in that same menu or use the shortcut `Cmd/Ctrl + Option + B`.	132271
2026-02-11 01:35:01		forum.gitlab.com	https://forum.gitlab.com/t/printing-markdown/132712		Hey Pinter, if you want that exact look, the best way is to use the GitLab API `/markdown` endpoint to get your HTML first. Then, you can use a tool like `md-to-pdf` and just link GitLab's official [Pajamas CSS](https://unpkg.com/@gitlab/ui/dist/index.css). This keeps all the GitLab-specific stuff like task lists, math, and code highlighting looking exactly like it does on the web.	132712
